bin1 bin2 count p_value
6 3082 24 1.1102230246251565e-16
7 3082 13 4.974576306437939e-12
8 3082 24 1.1102230246251565e-16
9 3082 38 1.1102230246251565e-16
9 4996 30 1.1102230246251565e-16
10 3082 25 1.1102230246251565e-16
11 3082 25 1.1102230246251565e-16
12 3082 23 1.1102230246251565e-16
13 3082 20 1.1102230246251565e-16
14 3082 21 1.1102230246251565e-16
16 3082 16 6.661338147750939e-16
17 3082 12 8.190526035178891e-11
18 3082 11 1.2408848393263838e-09
19 3082 17 1.1102230246251565e-16
19 3234 11 1.2408848393263838e-09
20 3082 11 1.2408848393263838e-09
21 3082 19 1.1102230246251565e-16
22 3082 15 1.4654943925052066e-14
24 3082 11 1.2408848393263838e-09
25 3082 22 1.1102230246251565e-16
27 3082 15 1.4654943925052066e-14
28 3082 15 1.4654943925052066e-14
31 3082 11 1.2408848393263838e-09
32 3082 13 4.974576306437939e-12
33 1712 16 6.661338147750939e-16
33 3082 16 6.661338147750939e-16
34 3082 19 1.1102230246251565e-16
37 3082 11 1.2408848393263838e-09
41 3082 11 1.2408848393263838e-09
42 3082 13 4.974576306437939e-12
43 2375 13 4.974576306437939e-12
48 3082 12 8.190526035178891e-11
111 4916 39 1.1102230246251565e-16
130 2546 19 1.1102230246251565e-16
132 2703 15 1.4654943925052066e-14
167 585 12 8.190526035178891e-11
179 871 15 1.4654943925052066e-14
180 401 21 1.1102230246251565e-16
180 1085 13 4.974576306437939e-12
180 1086 11 1.2408848393263838e-09
180 1087 11 1.2408848393263838e-09
180 3082 57 1.1102230246251565e-16
186 1127 13 4.974576306437939e-12
222 1928 31 1.1102230246251565e-16
233 4289 17 1.1102230246251565e-16
270 3069 18 1.1102230246251565e-16
273 2397 38 1.1102230246251565e-16
277 3559 16 6.661338147750939e-16
277 3560 18 1.1102230246251565e-16
304 3910 20 1.1102230246251565e-16
308 2610 14 2.795541576006144e-13
309 2610 11 1.2408848393263838e-09
318 3216 21 1.1102230246251565e-16
328 3138 14 2.795541576006144e-13
347 3069 14 2.795541576006144e-13
347 4337 15 1.4654943925052066e-14
359 2377 12 8.190526035178891e-11
365 1064 16 6.661338147750939e-16
401 3082 40 1.1102230246251565e-16
401 4609 14 2.795541576006144e-13
402 3082 28 1.1102230246251565e-16
403 3082 23 1.1102230246251565e-16
404 3082 23 1.1102230246251565e-16
405 3082 24 1.1102230246251565e-16
406 2495 27 1.1102230246251565e-16
406 3082 18 1.1102230246251565e-16
407 3082 19 1.1102230246251565e-16
408 3082 21 1.1102230246251565e-16
409 3082 13 4.974576306437939e-12
411 3082 12 8.190526035178891e-11
413 3082 14 2.795541576006144e-13
414 3082 21 1.1102230246251565e-16
415 3082 20 1.1102230246251565e-16
416 3082 19 1.1102230246251565e-16
417 3082 20 1.1102230246251565e-16
417 3640 17 1.1102230246251565e-16
418 3082 21 1.1102230246251565e-16
420 3082 15 1.4654943925052066e-14
421 3082 11 1.2408848393263838e-09
422 2607 12 8.190526035178891e-11
422 3082 19 1.1102230246251565e-16
424 3082 21 1.1102230246251565e-16
425 3082 11 1.2408848393263838e-09
426 3082 16 6.661338147750939e-16
428 3082 12 8.190526035178891e-11
430 3082 20 1.1102230246251565e-16
431 3082 16 6.661338147750939e-16
432 3082 19 1.1102230246251565e-16
433 3082 20 1.1102230246251565e-16
435 3082 13 4.974576306437939e-12
436 3082 16 6.661338147750939e-16
440 3082 16 6.661338147750939e-16
441 3082 16 6.661338147750939e-16
444 3082 14 2.795541576006144e-13
445 3082 11 1.2408848393263838e-09
483 1887 19 1.1102230246251565e-16
487 4017 22 1.1102230246251565e-16
507 2717 11 1.2408848393263838e-09
508 2717 38 1.1102230246251565e-16
534 1665 18 1.1102230246251565e-16
534 1666 45 1.1102230246251565e-16
542 1290 28 1.1102230246251565e-16
542 1291 13 4.974576306437939e-12
593 5141 15 1.4654943925052066e-14
594 2962 21 1.1102230246251565e-16
602 2845 12 8.190526035178891e-11
620 2141 17 1.1102230246251565e-16
622 920 21 1.1102230246251565e-16
632 4844 18 1.1102230246251565e-16
637 3766 12 8.190526035178891e-11
638 2326 19 1.1102230246251565e-16
650 1269 12 8.190526035178891e-11
651 1269 29 1.1102230246251565e-16
654 2645 14 2.795541576006144e-13
656 3999 11 1.2408848393263838e-09
657 3999 34 1.1102230246251565e-16
667 1478 18 1.1102230246251565e-16
674 4011 16 6.661338147750939e-16
683 957 22 1.1102230246251565e-16
687 4635 14 2.795541576006144e-13
702 3907 25 1.1102230246251565e-16
703 3907 20 1.1102230246251565e-16
704 2560 26 1.1102230246251565e-16
704 2561 20 1.1102230246251565e-16
709 2991 12 8.190526035178891e-11
710 2991 13 4.974576306437939e-12
720 1203 22 1.1102230246251565e-16
729 1819 15 1.4654943925052066e-14
757 3318 15 1.4654943925052066e-14
758 775 13 4.974576306437939e-12
758 3319 14 2.795541576006144e-13
758 4538 26 1.1102230246251565e-16
765 3082 12 8.190526035178891e-11
766 3082 18 1.1102230246251565e-16
767 3082 14 2.795541576006144e-13
768 3082 15 1.4654943925052066e-14
771 3082 11 1.2408848393263838e-09
773 3082 15 1.4654943925052066e-14
774 3082 12 8.190526035178891e-11
775 3082 19 1.1102230246251565e-16
776 3082 15 1.4654943925052066e-14
777 3082 17 1.1102230246251565e-16
778 3082 14 2.795541576006144e-13
779 3082 14 2.795541576006144e-13
781 3082 11 1.2408848393263838e-09
788 3082 11 1.2408848393263838e-09
791 3082 11 1.2408848393263838e-09
792 3082 14 2.795541576006144e-13
797 1388 27 1.1102230246251565e-16
797 3082 12 8.190526035178891e-11
802 3082 12 8.190526035178891e-11
806 5093 21 1.1102230246251565e-16
812 3082 11 1.2408848393263838e-09
814 3082 13 4.974576306437939e-12
815 3082 11 1.2408848393263838e-09
819 3082 14 2.795541576006144e-13
823 1419 23 1.1102230246251565e-16
823 3082 16 6.661338147750939e-16
826 3693 12 8.190526035178891e-11
830 3828 29 1.1102230246251565e-16
832 1404 12 8.190526035178891e-11
832 3770 22 1.1102230246251565e-16
836 2372 12 8.190526035178891e-11
861 3869 13 4.974576306437939e-12
875 3942 11 1.2408848393263838e-09
876 2869 16 6.661338147750939e-16
908 1455 23 1.1102230246251565e-16
911 3843 13 4.974576306437939e-12
917 3711 12 8.190526035178891e-11
927 2026 24 1.1102230246251565e-16
928 2026 13 4.974576306437939e-12
931 4125 16 6.661338147750939e-16
931 4165 13 4.974576306437939e-12
931 4429 13 4.974576306437939e-12
932 4534 11 1.2408848393263838e-09
933 1714 16 6.661338147750939e-16
935 1344 13 4.974576306437939e-12
935 2474 24 1.1102230246251565e-16
957 4122 38 1.1102230246251565e-16
990 3963 13 4.974576306437939e-12
1013 5096 12 8.190526035178891e-11
1032 3877 19 1.1102230246251565e-16
1035 1140 27 1.1102230246251565e-16
1048 4995 11 1.2408848393263838e-09
1049 3436 15 1.4654943925052066e-14
1050 2678 15 1.4654943925052066e-14
1051 2991 12 8.190526035178891e-11
1085 1703 27 1.1102230246251565e-16
1085 2003 18 1.1102230246251565e-16
1085 2309 50 1.1102230246251565e-16
1085 2310 12 8.190526035178891e-11
1085 3569 13 4.974576306437939e-12
1086 3082 27 1.1102230246251565e-16
1087 3082 18 1.1102230246251565e-16
1088 3082 16 6.661338147750939e-16
1089 3082 16 6.661338147750939e-16
1090 3082 13 4.974576306437939e-12
1091 3082 18 1.1102230246251565e-16
1092 3082 17 1.1102230246251565e-16
1093 3082 14 2.795541576006144e-13
1094 3082 15 1.4654943925052066e-14
1095 3082 17 1.1102230246251565e-16
1096 3082 22 1.1102230246251565e-16
1097 3082 13 4.974576306437939e-12
1098 3082 16 6.661338147750939e-16
1099 3082 14 2.795541576006144e-13
1100 3082 14 2.795541576006144e-13
1101 3082 19 1.1102230246251565e-16
1101 4851 15 1.4654943925052066e-14
1102 3082 15 1.4654943925052066e-14
1103 3082 11 1.2408848393263838e-09
1105 3082 11 1.2408848393263838e-09
1106 3082 12 8.190526035178891e-11
1108 3082 15 1.4654943925052066e-14
1109 3082 13 4.974576306437939e-12
1111 3082 11 1.2408848393263838e-09
1117 3082 14 2.795541576006144e-13
1118 3082 14 2.795541576006144e-13
1122 3082 15 1.4654943925052066e-14
1140 4669 15 1.4654943925052066e-14
1144 3082 12 8.190526035178891e-11
1145 1653 12 8.190526035178891e-11
1148 3082 12 8.190526035178891e-11
1161 4602 15 1.4654943925052066e-14
1165 3028 12 8.190526035178891e-11
1167 3082 11 1.2408848393263838e-09
1221 4850 17 1.1102230246251565e-16
1221 4851 11 1.2408848393263838e-09
1276 5119 12 8.190526035178891e-11
1308 2698 15 1.4654943925052066e-14
1317 3195 15 1.4654943925052066e-14
1343 4297 16 6.661338147750939e-16
1353 1475 17 1.1102230246251565e-16
1353 1476 16 6.661338147750939e-16
1367 4306 28 1.1102230246251565e-16
1388 4008 27 1.1102230246251565e-16
1389 4721 53 1.1102230246251565e-16
1397 3082 19 1.1102230246251565e-16
1398 2454 17 1.1102230246251565e-16
1398 3082 19 1.1102230246251565e-16
1399 3082 11 1.2408848393263838e-09
1400 3082 15 1.4654943925052066e-14
1402 3082 12 8.190526035178891e-11
1408 3082 11 1.2408848393263838e-09
1417 3082 16 6.661338147750939e-16
1422 3082 13 4.974576306437939e-12
1423 3082 12 8.190526035178891e-11
1424 3082 16 6.661338147750939e-16
1425 3082 11 1.2408848393263838e-09
1431 3082 15 1.4654943925052066e-14
1433 3082 14 2.795541576006144e-13
1433 4043 11 1.2408848393263838e-09
1448 3082 12 8.190526035178891e-11
1450 3311 11 1.2408848393263838e-09
1456 3082 19 1.1102230246251565e-16
1456 3743 15 1.4654943925052066e-14
1457 3082 65 1.1102230246251565e-16
1462 2969 13 4.974576306437939e-12
1465 2007 22 1.1102230246251565e-16
1540 3048 21 1.1102230246251565e-16
1541 3048 57 1.1102230246251565e-16
1541 3191 14 2.795541576006144e-13
1542 3048 12 8.190526035178891e-11
1547 2330 12 8.190526035178891e-11
1550 4268 11 1.2408848393263838e-09
1567 3526 11 1.2408848393263838e-09
1572 2731 17 1.1102230246251565e-16
1576 4272 25 1.1102230246251565e-16
1621 3221 12 8.190526035178891e-11
1646 4183 11 1.2408848393263838e-09
1652 3873 30 1.1102230246251565e-16
1652 3874 18 1.1102230246251565e-16
1652 4507 34 1.1102230246251565e-16
1663 1705 14 2.795541576006144e-13
1682 5091 13 4.974576306437939e-12
1684 2650 13 4.974576306437939e-12
1685 2838 18 1.1102230246251565e-16
1685 3293 15 1.4654943925052066e-14
1685 4538 91 1.1102230246251565e-16
1690 2448 16 6.661338147750939e-16
1703 3082 26 1.1102230246251565e-16
1703 4268 21 1.1102230246251565e-16
1703 4538 127 1.1102230246251565e-16
1703 4656 12 8.190526035178891e-11
1704 2708 13 4.974576306437939e-12
1704 3082 26 1.1102230246251565e-16
1705 3082 20 1.1102230246251565e-16
1706 3082 16 6.661338147750939e-16
1707 3082 19 1.1102230246251565e-16
1708 3082 12 8.190526035178891e-11
1708 3676 12 8.190526035178891e-11
1709 3082 16 6.661338147750939e-16
1710 3082 15 1.4654943925052066e-14
1711 3082 16 6.661338147750939e-16
1711 4576 12 8.190526035178891e-11
1712 3082 14 2.795541576006144e-13
1713 3082 19 1.1102230246251565e-16
1714 3082 15 1.4654943925052066e-14
1714 4299 11 1.2408848393263838e-09
1719 3082 11 1.2408848393263838e-09
1720 3082 16 6.661338147750939e-16
1722 3082 11 1.2408848393263838e-09
1724 3082 16 6.661338147750939e-16
1725 3082 11 1.2408848393263838e-09
1726 3082 12 8.190526035178891e-11
1729 3082 12 8.190526035178891e-11
1730 3082 12 8.190526035178891e-11
1731 3082 11 1.2408848393263838e-09
1732 2372 11 1.2408848393263838e-09
1732 2373 11 1.2408848393263838e-09
1732 3082 15 1.4654943925052066e-14
1734 3082 11 1.2408848393263838e-09
1740 3082 16 6.661338147750939e-16
1743 3082 11 1.2408848393263838e-09
1748 3082 15 1.4654943925052066e-14
1749 2364 11 1.2408848393263838e-09
1753 3082 13 4.974576306437939e-12
1754 3082 13 4.974576306437939e-12
1755 3082 11 1.2408848393263838e-09
1771 3375 30 1.1102230246251565e-16
1774 3082 14 2.795541576006144e-13
1775 3082 11 1.2408848393263838e-09
1797 4566 14 2.795541576006144e-13
1801 3082 11 1.2408848393263838e-09
1804 4948 22 1.1102230246251565e-16
1810 3660 27 1.1102230246251565e-16
1810 4325 17 1.1102230246251565e-16
1829 3168 23 1.1102230246251565e-16
1831 4831 42 1.1102230246251565e-16
1832 4831 16 6.661338147750939e-16
1837 4886 12 8.190526035178891e-11
1837 4887 58 1.1102230246251565e-16
1849 4358 11 1.2408848393263838e-09
1879 2206 26 1.1102230246251565e-16
1880 4890 18 1.1102230246251565e-16
1910 5034 12 8.190526035178891e-11
1914 4369 30 1.1102230246251565e-16
1921 3289 12 8.190526035178891e-11
1926 3704 13 4.974576306437939e-12
1927 5134 14 2.795541576006144e-13
1946 2743 15 1.4654943925052066e-14
1963 2378 13 4.974576306437939e-12
1963 2379 19 1.1102230246251565e-16
1978 3879 15 1.4654943925052066e-14
1991 2858 17 1.1102230246251565e-16
